abstract,author,doi,url,publication month,publication year,title,publisher,crossref_field,semantic_field,label
,"['Osvaldo Ulloa', 'Laura Farías', 'Camila Fernandez']",10.1371/journal.pone.0020539,https://doi.org/10.1371/journal.pone.0020539,6,2011,Nitrogen Fixation in Denitrified Marine Waters,PLoS ONE,,,Oceanography
,"['Douglas G. Capone', 'Tracy A. Villareal', 'Andrew Hansen', 'Jonathan P. Zehr', 'Carolyn M. Holl', 'Joseph P. Montoya']",10.1038/nature02824,https://doi.org/10.1038/nature02824,8,2004,High rates of N2 fixation by unicellular diazotrophs in the oligotrophic Pacific Ocean,Nature,,,Oceanography
,"['D.G. Capone', 'M. Bressac', 'T. Moutin', 'O. Grosso', 'S. Bonnet', 'J. Dekaezemacker']",10.1002/gbc.20063,https://doi.org/10.1002/gbc.20063,8,2013,Evidence of active dinitrogen fixation in surface waters of the eastern tropical South Pacific during El Niño and La Niña events and evaluation of its potential nutrient controls: N2FIXATION IN THE ETSP,Global Biogeochemical Cycles,,,Oceanography
,"['Julie LaRoche', 'Douglas W. R. Wallace', 'Ruth A. Schmitz', 'Gaute Lavik', 'Marcel M. M. Kuypers', 'Diana Gill', 'Harald Schunck', 'Tina Baustian', 'Wiebke Mohr', 'Tobias Großkopf']",10.1038/nature11338,https://doi.org/10.1038/nature11338,,,Doubling of marine dinitrogen-fixation rates based on direct measurements,Nature,,,Oceanography
,"['Natalie Mahowald', 'William Johns', 'Claire Mahaffey', 'Ajit Subramaniam']",10.1002/grl.50250,https://doi.org/10.1002/grl.50250,,,Equatorial upwelling enhances nitrogen fixation in the Atlantic Ocean,Geophysical Research Letters,,,Oceanography
,"['Jonathan P. Zehr', 'Joseph P. Montoya', 'Mari Ochiai', 'Tracy R. C. Serros', 'Katherine M. Achilles', 'Kendra A. Turk-Kubo']",10.3389/fmicb.2012.00386,https://doi.org/10.3389/fmicb.2012.00386,,,Nitrogenase (nifH) gene expression in diazotrophic cyanobacteria in the Tropical North Atlantic in response to nutrient amendments,Frontiers in Microbiology,,,Oceanography
,"['Jack Gilbert', 'E Malcolm S Woodward', 'Maeve Lohan', 'Rachel Shelley', 'Paul Swift', 'Nicole Pereira', 'Jonathan P Zehr', 'Andrew P Rees', 'Kendra A Turk']",10.1038/ismej.2010.205,https://doi.org/10.1038/ismej.2010.205,,,Nitrogen fixation and nitrogenase (nifH) expression in tropical waters of the eastern North Atlantic,The ISME Journal,,,Oceanography
,"['Charles C. Price', 'Edward J. Carpenter']",10.4319/lo.1977.22.1.0060,https://doi.org/10.4319/lo.1977.22.1.0060,,,"Nitrogen fixation, distribution, and production of Oscillatoria (Trichodesmium) spp. in the western Sargasso and Caribbean Seas1: Oscillatoria measurements",Limnology and Oceanography,,,Oceanography
,"['Douglas G. Capone', 'Birgitta Bergman', 'Frank Cipriano', 'Edward J. Carpenter', 'Luisa I. Falcón']",10.1128/AEM.70.2.765-770.2004,https://doi.org/10.1128/AEM.70.2.765-770.2004,,,N            2            Fixation by Unicellular Bacterioplankton from the Atlantic and Pacific Oceans: Phylogeny and In Situ Rates,Applied and Environmental Microbiology,,,Oceanography
,"['Lars O. Hedin', 'Anne M. L. Kraepiel', 'S. Joseph Wright', 'Jean Phillipe Bellenger', 'Nina Wurzburger', 'Alexander R. Barron']",10.1038/ngeo366,https://doi.org/10.1038/ngeo366,,,Molybdenum limitation of asymbiotic nitrogen fixation in tropical forest soils,Nature Geoscience,,,Oceanography
,"['E. Marañón', 'M. Varela', 'A. Bode', 'B. Mouriño-Carballido', 'A. Fernández']",10.5194/bg-7-3167-2010,https://doi.org/10.5194/bg-7-3167-2010,,,Latitudinal distribution of &lt;i&gt;Trichodesmium&lt;/i&gt; spp. and N&lt;sub&gt;2&lt;/sub&gt; fixation in the Atlantic Ocean,Biogeosciences,,,Oceanography
,"['Arvind Singh', 'A K Sudheer', 'Sanjeev Kumar', 'Mohammad Atif Khan', 'Deepika Sahoo', 'Himanshu Saxena']",10.1088/2515-7620/ab89fa,,5,2020,Dinitrogen fixation rates in the Bay of Bengal during summer monsoon,Environmental Research Communications,,,Oceanography
,"[' Usha Muraleedharan', ' S. Sardessaia', ' S.N. de Sousaa', ' P.M. Muraleedharana', ' S. Prasanna Kumara', ' N. Ramaiaha', ' Mangesh Gaunsa', 'M. Madhupratapa']",10.1016/S0967-0645(02)00611-2,https://doi.org/10.1016/S0967-0645(02)00611-2,3,2003,"Biogeochemistry of the Bay of Bengal: physical, chemical and primary productivity characteristics of the central and western Bay of Bengal during summer monsoon 2001",,,,Oceanography
,"[' Suhas Shetye', ' M. S. Sheshshayee', ' Mini Raman', ' R. Ramesh', ' S. Prakash', ' Arvind Singh', 'Naveen Gandhi']",10.1029/2010GB003970,https://doi.org/10.1029/2010GB003970,12,2011,First direct measurements of N2 fixation during a Trichodesmium bloom in the eastern Arabian Sea,,,,Oceanography
,"['ken furuya', 'Shigenobu Takeda', 'Taketoshi Kodama', 'Minoru Ijichi', 'Takuhei Shiozaki']",10.1002/2014GB004886,https://doi.org/10.1002/2014GB004886,10,2014,Heterotrophic bacteria as major nitrogen fixers in the euphotic zone of the Indian Ocean,Global Biogeochemical Cycles,,,Oceanography
,"['Don Canfield', 'Hermann W. Bange', 'Wiebke Mohr', 'Carolin Löscher']",10.5194/bg-17-851-2020,https://doi.org/10.5194/bg-17-851-2020,2,2020,No nitrogen fixation in the Bay of Bengal?,Biogeosciences,,,Oceanography
,"[' Edward J. Carpenter', ' Ronald L. Siefert', ' Anne M. Johansen', ' Christoph Humborg', ' Maren Voss', ' Joseph P. Montoya', ' Ajit Subramaniam', 'Douglas G. Capone']",10.7916/D8416X1H,https://doi.org/10.7916/D8416X1H,10,1998,An extensive bloom of the N2-fixing cyanobacterium Trichodesmium erythraeum in the central Arabian Sea,,,,Oceanography
,"[' T. Nallathambi', ' R. Ramesh', ' Arvind Singh', 'P. Kiran Kuma']",10.3389/fmars.2017.00080,https://doi.org/10.3389/fmars.2017.00080,3,2017,N2 Fixation in the Eastern Arabian Sea: Probable Role of Heterotrophic Diazotrophs,,,,Oceanography
,"[' R. Ramesh', ' Naveen Gandhi', 'Arvind Singh']",10.1016/j.csr.2019.05.012,https://doi.org/10.1016/j.csr.2019.05.012,5,2019,Surplus supply of bioavailable nitrogen through N2 fixation to primary producers in the eastern Arabian Sea during autumn,,,,Oceanography
,"[' N. Saravanane', ' K. R. Dhanya', ' D. S. Varrier', ' K. V. Sudharma', ' V. Sudheesh', ' G. V. M. Gupta', ' S. Kumar', 'P. S. Bhavya']",10.1007/s12237-015-9982-y,https://doi.org/10.1007/s12237-015-9982-y,5,2016,"Nitrogen Uptake Dynamics in a Tropical Eutrophic Estuary (Cochin, India) and Adjacent Coastal Waters",,,,Oceanography
,"[' S.W.A. Naqvi', ' Damodar M. Shenoy', ' Hema Naik', ' Anil Pratihary', ' Pratirupa Bardhan', ' Siby Kurian', ' Mangesh Gauns', 'Ayaz Ahmed']",10.1016/j.ecss.2017.04.005,http://dx.doi.org/10.1016/j.ecss.2017.04.005,4,2017,Nitrogen fixation rates in the eastern Arabian Sea,,,,Oceanography
,"[' V.R.D. Ghosh', ' D.N. Rao', ' R. Vivek', 'V.V.S.S. Sarma']",10.1016/j.csr.2020.104199,https://doi.org/10.1016/j.csr.2020.104199,7,2020,Severe phosphate limitation on nitrogen fixation in the Bay of Bengal,,,,Oceanography
,"['M. Madhupratap', 'S. Sardesai', 'S. N. de Souza', 'N. Ramaiah', 'M. Gauns', 'T. G. Prasad', 'P. M. Muraleedharan', 'S. Prasanna Kumar']",10.1029/2002GL016013,https://doi.org/10.1029/2002GL016013,,,Why is the Bay of Bengal less productive during summer monsoon compared to the Arabian Sea?: THE BAY OF BENGAL LESS PRODUCTIVE DURING SUMMER MONSOON,Geophysical Research Letters,,,Oceanography
,"['C.T. Achuthankutty', 'K.K.C. Nair', 'T.T.M. Ashraff', 'P.A. Maheswaran', 'J.G. Vijay', 'K.R. Muraleedharan', 'N.V. Madhu', 'R. Jyothibabu', 'C.M. Laluraj', 'K.K. Balachandran']",10.1016/j.jmarsys.2007.09.002,https://doi.org/10.1016/j.jmarsys.2007.09.002,,,Hydrography and biogeochemistry of the north western Bay of Bengal and the north eastern Arabian Sea during winter monsoon,Journal of Marine Systems,,,Oceanography
,"['K.K.C. Nair', 'T.C. Gopalakrishnan', 'Vijay John Gerson', 'P.A. Maheswaran', 'R. Jyothibabu', 'N.V. Madhu']",10.1016/j.csr.2006.06.004,https://doi.org/10.1016/j.csr.2006.06.004,,,Lack of seasonality in phytoplankton standing stock (chlorophyll a) and production in the western Bay of Bengal,Continental Shelf Research,,,Oceanography
,"[' T. C. Gopalakrishnan', ' K. K. C. Nair', ' C. Revichandran', ' P. Venugopal', ' P. C. Haridas', ' Vijay John Gerson', ' T. T. Mohammed Ashraf', ' N. V. Madhu', ' P. A. Maheswaran', 'R. Jyothibabu']",,https://www.jstor.org/stable/24109357,9,2004,Differential response of winter cooling on biological production in the northeastern Arabian Sea and northwestern Bay of Bengal,,,,Oceanography
,"['Jane T. Paul', 'Veronica Fernandes', 'Jayu Narvekar', 'S. Sardesai', 'N. Ramaiah', 'M. Nuncio', 'S. Prasanna Kumar']",10.1016/j.dsr.2007.06.002,https://doi.org/10.1016/j.dsr.2007.06.002,,,Eddy-mediated biological productivity in the Bay of Bengal during fall and spring intermonsoons,Deep Sea Research Part I: Oceanographic Research Papers,,,Oceanography
,"['M. S. SHESHSHAYEE', 'R. RAMESH', 'ARVIND SINGH', 'NAVEEN GANDHI']",10.1142/9789814355353_0004,,,,NITROGEN SOURCES FOR NEW PRODUCTION IN THE NE INDIAN OCEAN,Volume 24: Ocean Science (OS),,,Oceanography
,"[' P.Vennugopal', ' K.K.C. Nair', ' P.C. Haridas', ' Nuncio Murukesh', ' N.V. Madhu', 'R. Jyothibabu']",,http://nopr.niscair.res.in/handle/123456789/4262,6,2003,Intense blooms of Trichodesmium erythraeum (Cyanophyta) in the open waters along east coast of India,,,,Oceanography
,"['V.V.S.S. Sarma', 'H.B. Dalabehara']",10.1016/j.dsr2.2020.104906,https://doi.org/10.1016/j.dsr2.2020.104906,,,Physical forcing controls spatial variability in primary production in the Indian Ocean,Deep Sea Research Part II: Topical Studies in Oceanography,,,Oceanography
,"['Michael W. Lomas', 'Benjamin S. Twining', 'Adam C. Martiny', 'Nathan S. Garcia', 'Catherine A. Garcia', 'Sara Rauschenberg', 'Steven E. Baer']",10.1016/j.dsr2.2018.11.008,https://doi.org/10.1016/j.dsr2.2018.11.008,,,Carbon and nitrogen productivity during spring in the oligotrophic Indian Ocean along the GO-SHIP IO9N transect,Deep Sea Research Part II: Topical Studies in Oceanography,,,Oceanography
,"['K. Yadav', 'H. B. Dalabehera', 'G. R. Rajula', 'D. N. Rao', 'V. V. S. S. Sarma']",10.1029/2019GL082262,https://doi.org/10.1029/2019GL082262,,,Organic Nutrients Support High Primary Production in the Bay of Bengal,Geophysical Research Letters,,,Oceanography
,"['V.D. Rao', 'D.S.R. Lakshmi', 'G.R. Rajula', 'M.M.R. Priya', 'D.N. Rao', 'M. Chopra', 'V.V.S.S. Sarma']",10.1016/j.csr.2020.104186,https://doi.org/10.1016/j.csr.2020.104186,,,Role of eddies on controlling total and size-fractionated primary production in the Bay of Bengal,Continental Shelf Research,,,Oceanography
,"['Linda Gilpin', 'Graham Savidge']",10.1016/S0967-0645(98)00124-6,https://doi.org/10.1016/S0967-0645(98)00124-6,,,Seasonal influences on size-fractionated chlorophyll a concentrations and primary production in the north-west Indian Ocean,Deep Sea Research Part II: Topical Studies in Oceanography,,,Oceanography
,"['N. Ramaiah', 'K. K. C. Nair', 'S. Raghukumar', 'M. Dileep Kumar', 'P. M. A. Bhattathiri', 'S. Prasanna Kumar', 'M. Madhupratap']",10.1038/384549a0,https://doi.org/10.1038/384549a0,,,Mechanism of the biological response to winter cooling in the northeastern Arabian Sea,Nature,,,Oceanography
,"['Edward J. Carpenter', 'Ronald L. Siefert', 'Anne M. Johansen', 'Christoph Humborg', 'Maren Voss', 'Joseph P. Montoya', 'Ajit Subramaniam', 'Douglas G. Capone']",10.7916/D8416X1H,https://doi.org/10.7916/D8416X1H,,,An extensive bloom of the N₂-fixing cyanobacterium Trichodesmium erythraeum in the central Arabian Sea,,,,Oceanography
,"['Sharon L Smith', 'Ralf Goericke', 'Mikel Latasa', 'Zackary Johnson', 'David Halpern', 'Louis A Codispoti', 'Robert C Bidigare', 'John Marra', 'Richard T Barber']",10.1016/S0967-0645(00)00134-X,https://doi.org/10.1016/S0967-0645(00)00134-X,,,Primary productivity and its regulation in the Arabian Sea during 1995,Deep Sea Research Part II: Topical Studies in Oceanography,,,Oceanography
,"['Chittur T. Achuthankutty', 'Kadeparambil A. Jayaraj', 'Padinjaratte A. Maheswaran', 'Retnamma Jyothibabu', 'Nikathithara V. Madhu']",10.1080/17451000.2011.605143,https://doi.org/10.1080/17451000.2011.605143,,,Enhanced chlorophyllaand primary production in the northern Arabian Sea during the spring intermonsoon due to greenNoctilucascintillansbloom,Marine Biology Research,,,Oceanography
,"['Suhas Shetye', 'M. S. Sheshshayee', 'Mini Raman', 'R. Ramesh', 'S. Prakash', 'Arvind Singh', 'Naveen Gandhi']",10.1029/2010GB003970,https://doi.org/10.1029/2010GB003970,,,First direct measurements of N2fixation during aTrichodesmiumbloom in the eastern Arabian Sea: N2FIXATION IN THE ARABIAN SEA,Global Biogeochemical Cycles,,,Oceanography
,"['Ken Furuya', 'Shigenobu Takeda', 'Taketoshi Kodama', 'Minoru Ijichi', 'Takuhei Shiozaki']",10.1002/2014GB004886,https://doi.org/10.1002/2014GB004886,,,Heterotrophic bacteria as major nitrogen fixers in the euphotic zone of the Indian Ocean: NITROGEN FIXATION IN THE INDIAN OCEAN,Global Biogeochemical Cycles,,,Oceanography
,"['H.B. Dalabehera', 'V.V.S.S. Sarma']",10.1016/j.marchem.2019.103687,https://doi.org/10.1016/j.marchem.2019.103687,,,New and primary production in the western Indian Ocean during fall monsoon,Marine Chemistry,,,Oceanography
,"['C.A. Llewellyn', 'R.J.M. Howland', 'J. Aiken', 'I.E. Bellan', 'E.M.S. Woodward', 'R.F.C. Mantoura', 'P.H. Burkill', 'N.J.P. Owens']",10.1016/0967-0645(93)90053-P,https://doi.org/10.1016/0967-0645(93)90053-P,,,Size-fractionated primary production and nitrogen assimilation in the northwestern Indian Ocean,Deep Sea Research Part II: Topical Studies in Oceanography,,,Oceanography
,"['N.J.P. Owens', 'L.J. Watts']",10.1016/S0967-0645(98)00125-8,https://doi.org/10.1016/S0967-0645(98)00125-8,,,Nitrogen assimilation and the f-ratio in the northwestern Indian Ocean during an intermonsoon period,Deep Sea Research Part II: Topical Studies in Oceanography,,,Oceanography
,"['John L. Nevins', 'Chris Garside', 'James J. McCarthy']",10.1016/S0967-0645(99)00038-7,https://doi.org/10.1016/S0967-0645(99)00038-7,,,Nitrogen dynamics during the Arabian Sea Northeast Monsoon,Deep Sea Research Part II: Topical Studies in Oceanography,,,Oceanography
,Raymond N Sambrotto,10.1016/S0967-0645(00)00135-1,https://doi.org/10.1016/S0967-0645(00)00135-1,,,Nitrogen production in the northern Arabian Sea during the Spring Intermonsoon and Southwest Monsoon seasons,Deep Sea Research Part II: Topical Studies in Oceanography,,,Oceanography
,Sanjeev Kumar,10.1029/2004GL021005,https://doi.org/10.1029/2004GL021005,,,High new production in the Bay of Bengal: Possible causes and implications,Geophysical Research Letters,,,Oceanography
,"[""W. D'Souza"", 'M. S. Sheshshayee', 'M. Raman', 'R. M. Dwivedi', 'R. Ramesh', 'S. Kumar']",10.1155/2010/819029,https://doi.org/10.1155/2010/819029,,,Nitrogen Uptake in the Northeastern Arabian Sea during Winter Cooling,International Journal of Oceanography,,,Oceanography
,"['Mini Raman', 'R. M. Dwivedi', 'M. S. Sheshshayee', 'R. Ramesh', 'Satya Prakash']",10.1029/2008GL033819,https://doi.org/10.1029/2008GL033819,,,Quantification of new production during a winterNoctiluca scintillansbloom in the Arabian Sea,Geophysical Research Letters,,,Oceanography
,"['N. Anilkumar', 'R. K. Mishra', 'A. Sarkar', 'K. Vishnu Vardhan', 'Sivaji Patra', 'S. C. Tripathy']",10.1007/s11707-017-0649-9,https://doi.org/10.1007/s11707-017-0649-9,,,Nitrogen uptake by phytoplankton in surface waters of the Indian sector of Southern Ocean during austral summer,Frontiers of Earth Science,,,Oceanography
,"['Edward J. Carpenter', 'Anthony F. Michaels', 'Troy Gunderson', 'Claire Mahaffey', 'Ajit Subramaniam', 'Joseph P. Montoya', 'James A. Burns', 'Douglas G. Capone']",10.1029/2004GB002331,https://doi.org/10.1029/2004GB002331,,,Nitrogen fixation byTrichodesmiumspp.: An important source of new nitrogen to the tropical and subtropical North Atlantic Ocean: NITROGEN FIXATION IN THE NORTH ATLANTIC,Global Biogeochemical Cycles,,,Oceanography
,"['J. P. Zehr', 'P. H. Moisander', 'K. Turk', 'E. Mondragon', 'K. Hyde', 'A. Mannino', 'J. L. Blanco-Garcia', 'P. W. Bernhardt', 'M. R. Mulholland']",10.4319/lo.2012.57.4.1067,https://doi.org/10.4319/lo.2012.57.4.1067,,,Rates of dinitrogen fixation and the abundance of diazotrophs in North American coastal waters between Cape Hatteras and Georges Bank,Limnology and Oceanography,,,Oceanography
,Enrique Iglesias,,,,,"The development of a laboratory soft X-ray laser, from beginnings to applications.",,,,Physics
,"['S. A. Blundell', 'J. Reader', 'Yu. Ralchenko', 'D. Osin', 'J. D. Gillaspy']",10.1103/physreva.87.062503,,6,2013,Transition energies of the D lines in Na-like ions,Physical Review A,,,"Atomic, Molecular and Optical Physics"
,"['K. Makonyi', 'E. Takacs', 'J. A. Kimpton', 'J. N. Tan', 'J. M. Pomeroy', 'A. Henins', 'L. F. Smale', 'A. T. Payne', 'L. T. Hudson', 'J. D. Gillaspy', 'M. N. Kinnane', 'C. T. Chantler']",10.1103/physrevlett.109.153001,,10,2012,Testing Three-Body Quantum Electrodynamics with Trapped Ti ^20+ ions. Evidence for a Z-dependent Divergence Between Experiment and Calculation,Physical Review Letters,,,"Atomic, Molecular and Optical Physics"
,J D Gillaspy,10.1088/1748-0221/5/10/c10005,,10,2010,Testing QED in sodium-like gold and xenon: using atomic spectroscopy and an EBIT to probe the quantum vacuum,Journal of Instrumentation,,,"Atomic, Molecular and Optical Physics"
,"['E Takács', 'F G Serpa', 'L T Hudson', 'D Paterson', 'C T Chantler', 'J D Gillaspy']",10.1088/0953-4075/43/7/074021,,3,2010,First measurement of Lyman alpha x-ray lines in hydrogen-like vanadium: results and implications for precision wavelength metrology and tests of QED,"Journal of Physics B: Atomic, Molecular and Optical Physics",,,"Atomic, Molecular and Optical Physics"
,"['Endre Takács', 'John D. Gillaspy', 'F. G. Serpa', 'Larry T. Hudson', 'Christopher T. Chantler', 'David Paterson']",10.1007/3-540-45395-4_50,,,,Absolute Test of Quantum Electrodynamics for Helium-Like Vanadium,The Hydrogen Atom,,,"Atomic, Molecular and Optical Physics"
,"['E. Tak?cs', 'J. D. Gillaspy', 'F. G. Serpa', 'L. T. Hudson', 'D. Paterson', 'C. T. Chantler']",10.1238/physica.topical.080a00440,,,1999,Precision X-ray Spectroscopy at the NIST Electron-Beam Ion Trap: Resolution of Major Systematic Error,Physica Scripta,,,"Atomic, Molecular and Optical Physics"
,"['J.H. Scofield', 'M.B. Schneider', 'B.M. Penetrante', 'A. Osterheld', 'D.A. Knapp', 'J.R. Henderson', 'D. Dietrich', 'T. Cowan', 'M.H. Chen', 'C.L. Bennett', 'P. Beiersdorfer', 'J.N. Bardsley', 'R.E. Marrs', 'M.A. Levine']",10.1016/0168-583x(89)90386-8,,9,1989,The use of an electron beam ion trap in the study of highly charged ions,Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,,,"Atomic, Molecular and Optical Physics"
,"['H. Gould', 'R. Marrus', 'P. Indelicato', 'M. Tavernier', 'J. P. Briand']",10.1103/physrevlett.50.832,,3,1983,High-Precision Spectroscopic Studies of Lyman  alpha Lines of Hydrogenlike Iron: A Measurement of the 1s Lamb Shift,Physical Review Letters,,,"Atomic, Molecular and Optical Physics"
,"['D. Liesen', 'M. Tavernier', 'J. P. Briand', 'P. Indelicato']",10.1007/bf01429081,,9,1986,Experimental study of relativistic correlations and QED effects in heliumlike Krypton ions,"Zeitschrift f�r Physik D Atoms, Molecules and Clusters",,,"Atomic, Molecular and Optical Physics"
